#BioSample	Organism group	Scientific name	Isolation type	Location	Isolation source	Isolate	Antibiotic	Resistance phenotype	Measurement sign	MIC (mg/L)	Disk diffusion (mm)	Laboratory typing platform	Vendor	Laboratory typing method version or reagent	Testing standard	Create date
SAMN10221373	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Chicken Breasts	PDT000394851.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:17Z
SAMN10221372	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Ground Beef	PDT000394852.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:17Z
SAMN10221289	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000394853.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:17Z
SAMN10221374	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000394854.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:17Z
SAMN10221369	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Ground Beef	PDT000394855.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:18Z
SAMN10221368	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Ground Beef	PDT000394856.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:18Z
SAMN10221371	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	ground turkey	PDT000394857.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:18Z
SAMN10221370	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Chicken Thighs	PDT000394858.1	ciprofloxacin	susceptible	==	0.03	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:18Z
SAMN10221566	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Pork Chops	PDT000394859.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:18Z
SAMN10221567	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Chicken Wings	PDT000394860.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:18Z
SAMN10221562	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000394861.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:19Z
SAMN10221563	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000394862.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:19Z
SAMN10221564	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Ground Beef	PDT000394863.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:19Z
SAMN10221565	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Pork Chops	PDT000394864.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:19Z
SAMN10221558	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	Pork Chops bone-in	PDT000394865.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:19Z
SAMN10221014	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000394866.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:19Z
SAMN10221560	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Chicken Wings	PDT000394867.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:20Z
SAMN10221561	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Chicken Wings	PDT000394868.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:20Z
SAMN10221637	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	Pork Chops	PDT000394869.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:20Z
SAMN10221636	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	ground turkey	PDT000394870.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:20Z
SAMN10221629	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Chicken Breasts	PDT000394871.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:20Z
SAMN10221628	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Chicken Breasts	PDT000394872.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:21Z
SAMN10221631	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000394873.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:21Z
SAMN10221630	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000394874.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:21Z
SAMN10221633	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Ground Beef	PDT000394875.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:21Z
SAMN10221632	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Ground Beef	PDT000394876.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:21Z
SAMN10221635	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	Chicken Breasts	PDT000394877.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:21Z
SAMN10221634	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Pork Chops	PDT000394878.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:22Z
SAMN10220990	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Ground Beef	PDT000394879.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:22Z
SAMN10220991	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Pork Chops	PDT000394880.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:22Z
SAMN10220988	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000394881.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:22Z
SAMN10220989	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000394882.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:22Z
SAMN10220994	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Chicken Wings	PDT000394883.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:22Z
SAMN10220995	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Chicken Breasts	PDT000394884.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:23Z
SAMN10220992	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Pork Chops	PDT000394885.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:23Z
SAMN10220993	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Chicken Breasts	PDT000394886.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:23Z
SAMN10220996	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000394887.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:23Z
SAMN10220997	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000394888.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:23Z
SAMN10221175	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Chicken Breasts	PDT000394889.1	ciprofloxacin	resistant	==	0.5	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:23Z
SAMN10221174	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops	PDT000394890.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:23Z
SAMN10221173	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops	PDT000394891.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:24Z
SAMN10221172	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops	PDT000394892.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:24Z
SAMN10221171	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops	PDT000394893.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:24Z
SAMN10221170	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Ground Beef	PDT000394894.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:24Z
SAMN10221169	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Ground Beef	PDT000394895.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:24Z
SAMN10221168	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000394896.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:25Z
SAMN10221314	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	ground turkey	PDT000394897.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:25Z
SAMN10221315	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	Chicken Wings	PDT000394898.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:25Z
SAMN10221312	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	Chicken Thighs	PDT000394899.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:25Z
SAMN10221313	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	ground turkey	PDT000394900.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:25Z
SAMN10221310	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Ground Beef	PDT000394901.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:26Z
SAMN10221311	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Pork Chops bone-in	PDT000394902.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:26Z
SAMN10221177	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Chicken Breasts	PDT000394903.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:26Z
SAMN10221176	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Chicken Thighs	PDT000394904.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:26Z
SAMN10221377	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops bone-in	PDT000394905.1	ciprofloxacin	susceptible	==	0.03	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:26Z
SAMN10221382	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops	PDT000394906.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:26Z
SAMN10221383	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Chicken Thighs	PDT000394907.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:27Z
SAMN10221384	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000394908.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:27Z
SAMN10221385	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Ground Beef	PDT000394909.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:27Z
SAMN10221378	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops bone-in	PDT000394910.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:27Z
SAMN10221379	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Chicken Breasts	PDT000394911.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:27Z
SAMN10221380	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000394912.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:27Z
SAMN10221381	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000394913.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:27Z
SAMN10221545	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	Ground Beef	PDT000394914.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:28Z
SAMN10221544	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	ground turkey	PDT000394915.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:28Z
SAMN10221543	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	ground turkey	PDT000394916.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:28Z
SAMN10221542	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	Chicken Legs	PDT000394917.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:28Z
SAMN10221386	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Ground Beef	PDT000394918.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:28Z
SAMN10221387	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops	PDT000394919.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:28Z
SAMN10221539	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	ground turkey	PDT000394920.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:29Z
SAMN10221538	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	ground turkey	PDT000394921.1	ciprofloxacin	susceptible	==	0.03	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:29Z
SAMN10221375	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000394922.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:29Z
SAMN10221004	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Chicken Legs	PDT000394923.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:29Z
SAMN10221003	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Mixed Parts	PDT000394924.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:29Z
SAMN10221002	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Chicken Wings	PDT000394925.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:29Z
SAMN10221000	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Pork Chops	PDT000394927.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:30Z
SAMN10220999	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Pork Chops	PDT000394928.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:30Z
SAMN10220998	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Ground Beef	PDT000394929.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:30Z
SAMN10221007	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Chicken Wings	PDT000394930.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:31Z
SAMN10221006	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Chicken Wings	PDT000394931.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:31Z
SAMN10221060	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000394933.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:31Z
SAMN10221059	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Turkey Patties	PDT000394934.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:31Z
SAMN10221058	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000394935.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:31Z
SAMN10221065	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000394936.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:32Z
SAMN10221064	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000394937.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:32Z
SAMN10221063	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000394938.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:32Z
SAMN10221062	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000394939.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:32Z
SAMN10221417	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000394940.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:32Z
SAMN10221416	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000394941.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:32Z
SAMN10221067	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Ground Beef	PDT000394942.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:33Z
SAMN10221066	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Ground Beef	PDT000394943.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:33Z
SAMN10221472	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000394944.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:33Z
SAMN10221473	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000394945.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:33Z
SAMN10221474	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Chicken Wings	PDT000394946.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:33Z
SAMN10221475	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Ground Beef	PDT000394947.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:33Z
SAMN10221598	E.coli and Shigella	Escherichia coli	environmental/other	USA:PA	ground turkey	PDT000394948.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:34Z
SAMN10221599	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Chicken Legs	PDT000394949.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:34Z
SAMN10221600	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	ground turkey	PDT000394950.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:34Z
SAMN10221601	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	ground turkey	PDT000394951.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:34Z
SAMN10221602	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Ground Beef	PDT000394952.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:34Z
SAMN10221603	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Chicken Thighs	PDT000394953.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:34Z
SAMN10221604	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	ground turkey	PDT000394954.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:35Z
SAMN10221605	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	ground turkey	PDT000394955.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:35Z
SAMN10221606	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Pork Chops	PDT000394956.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:35Z
SAMN10221607	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Pork Chops	PDT000394957.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:35Z
SAMN10221400	E.coli and Shigella	Escherichia coli	environmental/other	USA:TX	Chicken Wings	PDT000394958.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:35Z
SAMN10221401	E.coli and Shigella	Escherichia coli	environmental/other	USA:TX	Turkey Patties	PDT000394959.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:35Z
SAMN10221398	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000394960.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:36Z
SAMN10221399	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000394961.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:36Z
SAMN10221404	E.coli and Shigella	Escherichia coli	environmental/other	USA:TX	Whole - cut in lab	PDT000394962.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:36Z
SAMN10221405	E.coli and Shigella	Escherichia coli	environmental/other	USA:TX	ground turkey	PDT000394963.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:36Z
SAMN10221257	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	Chicken Breasts	PDT000394964.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:36Z
SAMN10221256	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	Chicken Thighs	PDT000394965.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:36Z
SAMN10221559	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Chicken Breasts	PDT000394966.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:37Z
SAMN10221522	E.coli and Shigella	Escherichia coli	environmental/other	USA:TX	Pork Chops bone-in	PDT000394968.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:35:37Z
